artist_id,name,genres,popularity,followers
0hEurMDQu99nJRq8pTxO14,John Mayer,"neo mellow,singer-songwriter",74,5955171
0FWzNDaEu9jdgcYTbcOa4F,3OH!3,"dance pop,electropowerpop,pop punk,pop rap,post-teen pop",60,958580
6S0dmVVn4udvppDhZIWxCr,Sean Kingston,"dance pop,miami hip hop,pop",67,3190394
2w9zwq3AktTeYYMuhMjju8,INNA,"dance pop,romanian house,romanian pop",66,1262584
0hYxQe3AK5jBPCr5MumLHD,Sugarland,"contemporary country,country,country dawn,country road",53,1897825
4KkHjCe8ouh8C2P9LPoD4F,Yolanda Be Cool,"australian dance,australian house,bass house",49,45909
6r20qOqY7qDWI0PPTxVMlC,DJ Fresh,"dancefloor dnb,drum and bass,uk dance",53,288047
6Vh6UDWfu9PUSXSzAaB3CW,Example,"hip house,uk dance",54,317896
6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,"dance pop,idol,pop,post-teen pop",57,1572147
1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,"edm,pop dance,progressive electro house",73,3778736
3AQRLZ9PuTAozP28Skbq8V,The Script,"celtic rock,pop",71,8065888
2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,"acoustic pop,ectofolk,lilith,neo mellow,pop rock,post-teen pop,viral pop",62,1924460
6UE7nl9mha6s8z0wFQFIZ2,Robyn,"dance pop,electropop,neo-synthpop,scandipop,swedish electropop,swedish pop",56,825433
7pGyQZx9thVa8GxMBeXscB,K'NAAN,reggae fusion,57,222083
1XgFuvRd7r5g0h844A5ZUQ,Take That,"boy band,europop,talent show",62,1260684
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,"atl hip hop,dirty south rap,pop rap,rap,southern hip hop,trap",62,2707089
7iLc4hrjOjQPfg1E3cCHg1,Tim Berg,"edm,electro house,pop dance,progressive electro house",48,212572
2NhdGz9EDv2FeUw6udu2g1,The Wanted,"boy band,dance pop,pop,post-teen pop",61,2637962
15qI5w4XJFLRMwOp2VrlD5,The Saturdays,"dance pop,girl group,post-teen pop,talent show",46,773606
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,"hip hop,miami hip hop,pop rap,rap",73,10630396
4H4M0Y4cN39zIVDHvdW53x,Dylan Gossett,,62,102606
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,contemporary country,71,1065784
0ChjBYedhZTQnWZWQYg15U,Bryan Martin,modern country pop,67,105243
08GfvCW09pv2QP4y9sle2a,Sam Barber,modern country pop,65,204299
13ZEDW6vyBF12HYcZRr4EV,Tyler Childers,"kentucky indie,kentucky roots,outlaw country",75,2092626
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,"classic oklahoma country,contemporary country,country,country dawn,country road,dance pop",68,5891757
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,"black americana,contemporary country,country,country road,modern country rock",65,2503689
3EVsC9ZK7QMDuK4FPcZaEq,Josh Meloy,"classic oklahoma country,modern country pop,oklahoma country,texas country",61,64094
46lEQmDJLJeyltECJYJv1Y,Wyatt Flores,"modern country pop,oklahoma country",61,102662
6yJCxee7QumYr820xdIsjo,Zac Brown Band,"contemporary country,country,country road,modern country rock",69,3714317
5Ppie0uPnbnvGBYRwYmlt0,Megan Moroney,modern country pop,65,174553
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,"contemporary country,country,country road,modern country rock",73,8542454
6zLBxLdl60ekBLpawtT63I,Cody Johnson,"classic texas country,contemporary country",72,994905
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,"contemporary country,country,country road",69,3085834
5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,"contemporary country,country,country road,modern country rock",67,2170353
5ujvZU2thXjZgFKPUt1rDt,Chayce Beckham,modern country pop,58,82804
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,"contemporary country,country,country pop,modern country rock",67,2311661
4GGfAshSkqoxpZdoaHm7ky,ERNEST,modern country pop,65,100575
6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,"contemporary country,country,country road,modern country rock",70,4656236
619CzMJPPWrCeZwx5qw6ko,Besomorph,"alt z,dark r&b,slap house,traprun",59,117770
44aoeFCBHXcE6v9hM7dBcl,Meric,,42,3800
1DUd25ybTBglvAohsXTmBx,Gloria Kim,,43,6209
7MmewOfNotqLLNt48TelbK,Arya,,25,1685
2kytM35nXuQfdxPeoLgE0K,Frizk,,58,16942
7HajgsbfyKJutkRaAOO3Gv,3409,,26,2403
7maQENQfaF8xDdEJp4i545,Aliyah's Interlude,,63,57985
0xD6n0wj7aqV5g5LcRNBUd,RIELL,dark r&b,54,47818
2jrBiKykLqcIp2S7GLiahy,Cadmium,,50,61470
6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,"alternative pop rock,pov: indie",74,1385755
7kjSuFGKhLm8b5qXoMhRkJ,Libianca,afrobeats,67,360112
5y8tKLUfMvliMe8IKamR32,d4vd,"bedroom pop,bedroom r&b",75,1905221
5KKpBU5eC2tJDzf0wmlRp2,RAYE,"uk contemporary r&b,uk pop",77,1054518
57vWImR43h4CaDao012Ofp,Steve Lacy,afrofuturism,79,3821852
2CpLIMBoE2ZzyY3ZBCRZ7j,BUNT.,stutter house,61,108811
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,house,57,46363
2feDdbD5araYcm6JhFHHw7,Labrinth,"indie poptimism,pop",76,3083647
6AMd49uBDJfhf30Ak2QR5s,Coi Leray,"new jersey underground rap,trap queen",72,662400
44CMqAkutKvmCaE2OxyCbd,BRAN,traprun,46,4743
6BH1xcDkwbbyrLMUKECsW1,Toosii,north carolina hip hop,65,1440002
77PxY9mItIkmEo8D2fbfco,Jaeger,"bass trap,traprun",35,13184
360IAlyVv4PCEVjgyMZrxK,Miguel,"r&b,urban contemporary",76,4842606
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,"alt z,boston folk,indie pop,singer-songwriter pop",70,705530
6iXyKLMU80TXYMWa2dQCUB,Gabriel Matthew,,23,81
1URnnhqYAYcrqrcwql10ft,21 Savage,"atl hip hop,hip hop,rap",87,15411351
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,"reggaeton,reggaeton colombiano,trap latino,urbano latino",83,37800584
1RyvyyTE3xzB2ZywiAwp0i,Future,"atl hip hop,hip hop,rap,southern hip hop,trap",87,15201141
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,"latin hip hop,reggaeton,trap latino,urbano latino",83,33845310
3PhoLpVuITZKcymswpck5b,Elton John,"glam rock,mellow gold,piano rock,rock",80,12444033
2LRoIwlKmHjgvigdNGBHNo,Feid,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino",88,8146335
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,"puerto rican pop,reggaeton,trap latino,urbano latino",85,19204347
4YRxDV8wJFPHPTeXepOstw,Arijit Singh,"filmi,modern bollywood",87,94343478
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,"puerto rican pop,reggaeton,trap latino,urbano latino",83,37850409
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,"deep underground hip hop,kentucky hip hop,pop rap,rap",81,3062691
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,"pop,viral pop",79,21668914
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",80,7145539
1wRPtKGflJrBx9BmLsSwlU,Pritam,"filmi,indian instrumental,modern bollywood",84,22930275
52iwsT98xCoGgiGntTiR7K,Quevedo,"rap canario,trap latino,urbano latino",83,3238116
0oOet2f43PA68X5RxKobEy,Shreya Ghoshal,"filmi,modern bollywood",80,20554486
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,"atl hip hop,plugg,pluggnb,rage rap,rap",82,9125912
329e4yvIujISKGKz1BZZbO,Farruko,"reggaeton,trap latino,urbano latino",80,15697952
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"alternative metal,nu metal,post-grunge,rap metal,rock",82,24638593
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,"melodic rap,rap,trap",77,1877619
2R21vXR83lH98kGeO99Y66,Anuel AA,"reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino",85,33386527
6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,musica chihuahuense,83,2243703
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,pop,76,11347703
5H4yInM5zmHqpKIoMNAx4r,Central Cee,melodic drill,80,4282117
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,"album rock,classic rock,rock,soft rock,yacht rock",79,10617420
4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,"british soul,talent show,uk pop",64,1210649
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,"folk-pop,neo-singer-songwriter,talent show",70,4132962
0MlOPi3zIDMVrfA9R04Fe3,American Authors,"modern rock,pop rock",62,1561597
0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,afrobeats,59,520096
0kkxsdcaWmWU2yWAqclDh4,Rixton,"post-teen pop,teen pop,viral pop",57,756375
4obzFoKoKRHIphyHzJ35G3,Becky G,"latin pop,latin viral pop,rap latina,reggaeton,trap latino,urbano latino",76,14078366
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,pop dance,60,333367
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",69,4614790
73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,"broadway,hollywood,movie tunes,show tunes",66,440363
4NHQUGzhtTLFvgF5SZesLK,Tove Lo,"dance pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop",71,3521417
1dgdvbogmctybPrGEcnYf6,Route 94,"house,uk dance",54,158626
58MLl9nC29IXbE4nEtuoP2,Alex & Sierra,"pop,post-teen pop",55,1169473
1hzfo8twXdOegF3xireCYs,Milky Chance,"german pop,modern rock",69,1850940
6MDME20pz9RveH9rEXvrOM,Clean Bandit,"pop,uk dance,uk funky",71,5317879
3KV3p5EY4AvKxOlhGHORLg,Jeremih,"chicago rap,pop rap,r&b,trap,urban contemporary",71,6567743
5xKp3UyavIBUsGy3DQdXeF,A Great Big World,"neo mellow,piano rock,pop rock,viral pop",58,565436
74XFHRwlV6OrjEM0A2NCMF,Paramore,"candy pop,modern rock,pixie,pop,pop emo,pop punk,rock",75,8127974
0NIIxcxNHmOoyBx03SfTCD,Tinashe,"alternative r&b,dance pop,metropopolis,pop,r&b,urban contemporary",65,2676688
1PbBg2aYjWLKRk84zJK15x,Echosmith,"electropop,indie poptimism,viral pop",55,601528
34Y0ldeyUv7jBvukWOGASO,Bobby Shmurda,"nyc rap,rap,trap",54,1479933
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,"dance pop,pop",62,9517784
6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids,"indie rock,modern alternative rock,modern rock,piano rock,stomp and holler",57,839907
6KZDXtSj0SzGOV705nNeh3,Kid Ink,"pop rap,rap,southern hip hop,trap",63,3017150
3whuHq0yGx60atvA2RCVRW,Olly Murs,"dance pop,pop,talent show",62,3303454
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,"australian hip hop,dance pop,pop",65,6492556
50OApTJurDusIo9dGTqSU4,Lilly Wood and The Prick,"french indie pop,french rock",59,248241
6VxCmtR7S3yz4vnzsJqhSV,Sheppard,"australian indie,australian pop,folk-pop",58,292404
5nki7yRhxgM509M5ADlN1p,Oliver Heldens,"dutch house,edm,electro house,future house,house,pop dance,progressive electro house,progressive house",65,1012455
2qdONMCoDngQk0eV4Avs1i,Natalie La Rose,,46,109393
4zxvC7CRGvggq9EWXOpwAo,Kiesza,"electropop,pop edm",51,293473
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,"dance pop,pop,uk pop",70,8334751
3Yl4nkmEa8BSuGWbwhdLDq,G.R.L.,"girl group,post-teen pop,talent show",51,417263
1Zatb2YN4erBOoSivOXc0o,O.T. Genasis,"southern hip hop,trap",49,1030686
28j8lBWDdDSHSSt5oPlsX2,ZHU,"edm,electro house",61,862876
61lyPtntblHJvA7FMMhi7E,Duke Dumont,"edm,house,pop dance,progressive house,uk dance",63,710642
5INjqkS1o8h1imAzPqGZBb,Tame Impala,"australian psych,modern rock,neo-psychedelic,rock",76,7044852
7jdFEYD2LTYjfwxOdlVjmc,KALEO,"icelandic indie,icelandic rock,modern alternative rock",67,1652048
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,"kentucky hip hop,r&b,rap",77,7616922
1KP6TWI40m7p3QBTU6u2xo,BØRNS,"indie poptimism,modern alternative rock,modern rock,pov: indie",65,1207617
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,"emo,modern rock,pop,rock",77,10338940
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,"deep euro house,deep house,edm,german dance,pop dance,tropical house",74,3098484
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"pop,post-teen pop",76,26264435
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,"pop,scandipop,swedish electropop,swedish pop",74,10404454
4TH4BHy0LdBi3dpBW4P2UX,R. City,"reggae fusion,virgin islands reggae",59,147138
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,"modern alternative rock,modern rock,stomp pop",68,2951440
23fqKkggKUBHNkbKtXEls4,Kygo,"edm,pop,pop dance,tropical house",75,8420653
3QLIkT4rD2FMusaqmkepbq,Rachel Platten,"post-teen pop,viral pop",59,888752
2hWs22BmQkK4czFtDLnar2,Rob $tone,"san diego rap,viral trap",55,255638
0c173mlxpT3dSFRgMO8XPh,Big Sean,"detroit hip hop,hip hop,pop rap,r&b,rap,trap",74,11148050
4sTQVOfp9vEMCemLw50sbu,Galantis,"dance pop,edm,pop,pop dance",67,3374820
3e7awlrlDSwF3iM0WBjGMp,Little Mix,"girl group,pop,talent show,uk pop",71,11734365
1HxJeLhIuegM3KgvPn8sTa,Jack Ü,"edm,electro house,pop dance",56,1083579
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,"edm,german dance,pop dance,tropical house",71,1297544
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,"girl group,pop,talent show",66,16204975
3bhu7P5PfngueRHiB9hjcx,Elle King,modern blues rock,61,584063
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,"melodic rap,mississippi hip hop,pop rap,rap,trap",69,7357247
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,"canadian contemporary r&b,canadian pop,pop",71,11886847
6VD4UEUPvtsemqD3mmTqCR,Deorro,"dutch house,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house",63,1243663
1BhWF9W2PngtPSyobKg0rP,Pia Mia,"dance pop,pop,post-teen pop",54,1996418
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"belgian edm,edm,pop dance,tropical house",74,2754255
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,pop,67,8896853
6ujr1NkqbZpYOhquczUUfl,The Strumbellas,"canadian indie,folk-pop,stomp and holler",53,264219
2FwJwEswyIUAljqgjNSHgP,Snakehips,"electropop,uk dance",59,356610
36jaGQtMj5UWD0eO1fCVdD,Joel Adams,"australian pop,pop soul",50,191237
4EzkuveR9pLvDVFNx6foYD,James Bay,"neo mellow,pop,uk pop",68,3974325
20sxb77xiYeusSH8cVdatc,Meek Mill,"hip hop,philly rap,pop rap,rap,southern hip hop,trap",72,7649365
0f5nVCcR06GX8Qikz0COtT,Omarion,"dance pop,hip pop,r&b,rap,southern hip hop,trap,urban contemporary",59,2830544
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,"pop,pop dance,tropical house,uk dance",72,3828754
5MouCg6ta7zAxsfMEbc1uh,OMI,reggae fusion,61,615758
6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,new french touch,58,948596
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,pop,69,3723009
4BxCuXFJrSWGi1KHcVqaU4,Kodaline,"irish pop,modern rock",66,2999725
4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,"folk-pop,metropopolis,modern rock,stomp and holler",65,3513903
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,"atl hip hop,hip hop,rap",76,11672654
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,"east coast hip hop,hip hop,rap,trap",79,13012200
6p5JxpTc7USNnBnLzctyd4,Phillip Phillips,"folk-pop,neo mellow,pop rock",59,1108233
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,"dutch house,dutch trance,edm,pop dance,progressive house,trance",72,4328572
4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler,"pop,post-teen pop",57,1359586
1VBflYyxBhnDc9uVib98rw,Icona Pop,"candy pop,dance pop,electropop,metropopolis,swedish electropop,swedish synthpop",63,710686
6nS5roXSAGhTGr34W6n7Et,Disclosure,"edm,house,indietronica,uk dance",69,2144957
17lzZA2AlOHwCwFALHttmp,2 Chainz,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",73,8035708
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,"modern folk rock,modern rock,neo mellow,stomp and holler,uk americana",69,6509126
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,"dutch edm,edm,pop,pop dance,progressive house",73,15717825
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,"adult standards,canadian pop,jazz pop,lounge",73,6013254
2NdeV5rLm47xAvogXrYhJX,Ciara,"dance pop,hip pop,pop,r&b,urban contemporary",68,6359435
6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,"edm,electro house,pop dance,progressive electro house,progressive house",58,967295
34v5MVKeQnIo0CWYMbbrPf,John Newman,dance pop,65,718544
2lEOFtf3cCyzomQcMHJGfZ,Ylvis,comic,46,162378
3mIj9lX2MWuHmhNCA7LSCW,The 1975,"modern alternative rock,modern rock,pop,pov: indie,rock",74,6964005
67nwj3Y5sZQLl72VNUHEYE,Wale,"pop rap,r&b,rap,southern hip hop,trap",67,4172559
1bT7m67vi78r2oqvxrP3X5,Naughty Boy,uk contemporary r&b,59,336109
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",79,10468818
2dd5mrQZvg6SmahdgVKDzh,PSY,"k-rap,korean old school hip hop",60,1648189
6CwfuxIqcltXDGjfZsMd9A,MARINA,"metropopolis,pop,pov: indie,uk alternative pop",70,5020267
3XHO7cRUPCLOr6jwp8vsx5,alt-J,"indie rock,indietronica,modern alternative rock,modern rock,rock",67,3211958
5he5w2lnU9x7JFhnwcekXX,Skrillex,"brostep,complextro,edm,electro,pop dance",74,8101004
7gRhy3MIPHQo5CXYfWaw9I,Azealia Banks,"escape room,hip house,lgbtq+ hip hop,trap queen",59,1042123
2HcwFjNelS49kFbfvMxQYw,Robbie Williams,"dance rock,europop",68,2766285
5fahUm8t5c0GIdeTq0ZaG8,Otto Knows,"dutch house,edm,electro house,pop dance,progressive electro house",57,397077
7t51dSX8ZkKC7VoKRd0lME,Asaf Avidan,"israeli pop,israeli rock",55,355062
12Chz98pHFMPJEknJQMWvI,Muse,"alternative rock,modern rock,permanent wave,rock",72,7697700
053q0ukIDRgzwTr4vNSwab,Grimes,"art pop,canadian electropop,grave wave,indietronica,metropopolis,neo-synthpop",65,2174666
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,"dance pop,pop,urban contemporary",72,12497277
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop",63,1884329
7gjAu1qr5C2grXeQFFOGeh,Passion Pit,"indie rock,indietronica,modern rock,neo-synthpop,shimmer pop",54,1249521
5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,"neo mellow,pop rock",58,1290345
3iOvXCl6edW5Um0fXEBRXy,The xx,"downtempo,dream pop,indietronica",64,3877666
1sDVuztNhGcetCLChkleDA,Michel Teló,"sertanejo,sertanejo pop,sertanejo universitario",59,3303443
0Z8XVUAOBPM4x12wKnFHEQ,Parker McCollum,"classic texas country,texas country",65,371483
7kplJl06UmldxLKseURAYi,Warren Zeiders,modern country pop,65,487587
3sUpZrkehiGBaMzs2h9Mmc,Corey Kent,"modern country pop,texas country",62,106957
4NYMUsIcUUsBHbV9DICa5x,Nate Smith,modern country pop,62,232376
4e9TBaTlI3LVQz3tkTYC0I,Hailey Whitters,"contemporary country,country pop,modern country pop",55,66072
7FetIwKD9uIJFiUwdHfq6g,John Morgan,modern country pop,51,9950
78YqeIji3mgAS2K1Maca6x,Dylan Scott,"contemporary country,country,country road,modern country rock",66,1515851
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,"contemporary country,country",67,1099663
1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,"contemporary country,country road,heartland rock,modern country rock",62,428079
5fMUXHkw8R8eOP2RNVYEZX,Diplo,"dance pop,edm,electro house,moombahton,pop dance",75,2578073
7HTLVyjNf0VRxfIgNcfRRH,Chase Matthew,modern country pop,62,182679
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,"dance pop,neo mellow,pop",66,2501041
0FDlMMfT3tLEKM0QdEIHYu,Owen Riegling,,47,4173
34bhyY8jfKez7uKakMfy4y,Maddie & Tae,"contemporary country,country,country road,modern country rock",59,1119051
5lRB3MAJfKzlt7dgYMHWgY,Dylan Schneider,"contemporary country,modern country rock",52,202651
4TPT9nwjRvEV49q7f8p4fy,Alana Springsteen,"contemporary country,country pop,modern country pop",57,55300
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,"black americana,contemporary country,country,country road",70,5207406
6Iz3eq2aQGFf7TbGT2iahL,Gabby Barrett,contemporary country,61,294082
46c50yWMo9wiTgVe1VxBbQ,Brian Kelley,modern country pop,50,23158
6BRxQ8cD3eqnrVj6WKDok8,Ella Langley,modern country pop,56,45834
7Cezk2wEDBPfYCwEuKum1Y,Luke Grimes,modern country pop,54,60396
5XLWHp9tjK7PWm7SMcvo2q,Restless Road,modern country pop,56,142271
1N53jg6KZxBoFI9oWNchct,Abbey Cone,"country pop,modern country pop",47,5969
2QMsj4XJ7ne2hojxt6v5eb,Riley Green,"contemporary country,country road,modern country rock",67,615584
3BEV5FcxOtkQJ7lLRKMh3V,Tyler Hubbard,"contemporary country,modern country pop",62,103007
6y8XlgIV8BLlIg1tT1R10i,Old Dominion,"contemporary country,country,country road,modern country rock",67,1428512
1nYvElumwIjMkOczb985bq,Charlie Worsham,modern country rock,49,32110
4sIl4BTo9l9KqEi0Y3RE72,Carly Pearce,"contemporary country,country,country road",61,355414
0TImkz4nPqjegtVSMZnMRq,TLC,"atl hip hop,contemporary r&b,dance pop,girl group,hip pop,r&b,urban contemporary",66,3764510
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"boy band,dance pop,pop",72,5422174
6GI52t8N5F02MxU0g5U69P,Santana,"blues rock,classic rock,mexican classic rock",68,3188057
2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,"alternative r&b,conscious hip hop,hip hop,neo soul,new jersey rap,r&b,soul",69,2628650
47zz7sob9NUcODy0BTDvKx,Sade,"british soul,sophisti-pop",70,3484907
0uq5PttqEjj3IH1bzwcrXF,Spice Girls,"dance pop,girl group,pop",66,3252972
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,"g funk,gangster rap,hip hop,rap,west coast rap",77,10707127
41Q0HrwWBtuUkJc7C1Rp6K,311,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,rap rock,reggae fusion",58,993243
41qil2VaGbD194gaEcmmyx,Will Smith,"hip hop,pop rap",64,905597
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,"irish rock,pop rock,rock",71,3700657
3y24n3XhZ96wgwRXjvS17T,Coolio,"g funk,gangster rap,hip hop,west coast rap",66,1022745
6FBDaR13swtiWwGhX1WQsP,blink-182,"alternative metal,modern rock,pop punk,punk,rock,socal pop punk",79,7891472
2SHhfs4BiDxGQ3oxqf0UHY,Roxette,"europop,swedish pop,synthpop",68,2097142
46lnlnlU0dXTDpoAUmH6Qx,Lou Bega,latin pop,56,108594
2cGwlqi3k18jFpUyTrsR84,The Verve,"britpop,permanent wave,rock,shoegaze",63,2226863
0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia,"dance pop,europop,lilith,new wave pop,pop rock",59,932342
6nzxy2wXs6tLgzEtqOkEi2,Monica,"contemporary r&b,hip pop,r&b,urban contemporary",59,2532604
7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,"latin pop,mexican pop,puerto rican pop",70,7600084
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,"alternative rock,funk metal,funk rock,permanent wave,rock",80,20271038
4ylR3zwA0zaapAu94fktwa,Macy Gray,neo soul,56,645133
4KWTAlx2RvbpseOGMEmROg,R.E.M.,"alternative rock,athens indie,permanent wave,rock",71,4245094
5mgr0FFpvy267wKVAYg8qp,Lit,"alternative metal,nu metal,pop punk,pop rock,socal pop punk",54,323027
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,"glam metal,hard rock,rock",76,30187350
711MCceyCBcFnzjGY4Q7Un,AC/DC,"australian rock,hard rock,rock",78,27567082
7r8RF1tN2A4CiGEplkp1oP,Ginuwine,"contemporary r&b,hip pop,r&b,urban contemporary",62,2527071
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",78,8910636
0kJMPTXq7h3ztpDukSx5iD,Pras,new jersey rap,59,23529
5EvFsr3kj42KNv97ZEnqij,Shaggy,"pop rap,reggae fusion",69,2062647
2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,"alternative metal,alternative rock,conscious hip hop,funk metal,hard rock,nu metal,political hip hop,post-grunge,rap metal,rap rock,rock",68,5678642
09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,jazz rap,queens hip hop",64,1993802
4S9EykWXhStSc15wEx8QFK,Céline Dion,canadian pop,71,7798828
2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,"pop rock,post-grunge",63,1016503
3RNrq3jvMZxD9ZyoOZbQOD,Korn,"alternative metal,funk metal,hard rock,nu metal,post-grunge,rap metal,rock",73,6791498
5a2EaR3hamoenG9rDuVn8j,Prince,"funk,funk rock,minneapolis sound,rock,synth funk",68,7077800
2WKdxPFRD7IqZvlIAvhMgY,Fugees,"east coast hip hop,hip hop,neo soul,new jersey rap",63,1313044
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,"boy band,dance pop,pop rock",61,1219439
0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer,"lilith,pop rock",62,480551
4iSKnRZAxkmqNok6tv10Se,Crazy Town,"alternative metal,funk metal,nu metal,post-grunge,rap rock",55,493878
0EdvGhlC1FkGItLOWQzG4J,Sublime,"rap rock,reggae fusion,ska mexicano,ska punk",67,2650791
0nyc9SZGLITSOJASmTZsnZ,LEN,canadian rock,46,32694
2mpeljBig2IXLXRAFO9AAs,Dido,"dance pop,europop,lilith,neo mellow,pop rock",68,1659874
37w38cCSGgKLdayTRjna4W,Mazzy Star,"dream pop,melancholia,shoegaze,slowcore",65,1075495
2PSiyldxmJze7xiqbz658m,Spin Doctors,"pop rock,post-grunge",55,635675
2zrZfs23sjuHDv4E6YRmNf,Kris Kross,"gangster rap,hardcore hip hop,hip hop,hip pop,miami bass,old school atlanta hip hop",48,462836
0vEsuISMWAKNctLlUAhSZC,Counting Crows,"neo mellow,pop rock,post-grunge,rock",65,1714092
